# Filename: /home/SILVER/c44774a/da_unified_rules_engine/un_re/resources/cfg_techdebt_exclusions.lst
#
# This table lists object names that are excluded from being managed as
# Techdebt.   This table is needed because Techdebt is being declared on
# deployments to avoid having to resolve large or important problems.
# 
# When the Rules Engine has a finding to report, the TechDebt ruleset indicator
# would ordinarily change the severity from an Error or Warning to a Notice.
# 
# But, if the object name matches one of the exclusions listed below, then
# it will be excluded from being managed as TechDebt.
# 
# Items in this list are stored in the global variable TECHDEBT_EXCLUSIONS
#
# object_nm                                    | activation_yyyymmdd_dt    
# -------------------------------------------- | --------------------------
DNBI__YEARS_IN_BUSINESS__C                     | 20220614                  
DNBOPTIMIZER__DNBCOMPANYRECORD__C              | 20220614                  
DUNS_NUMBER__C                                 | 20220614                  
D_B_TOTAL_EMPLOYEES__C                         | 20220614                  
ERISA_STATUS__C                                | 20220614                  
EXECUTIVE_SPONSOR__C                           | 20220614                  
FAX                                            | 20220614                  
FMRS__C                                        | 20220614                  
FRC_TO_FIT_FCTR                                | 20220614                  
HEALTHCARE_ICMS__C                             | 20220614                  
HEALTHEVIEW_CUSTOMIZATION__C                   | 20220614                  
INDUSTRY                                       | 20220614                  
INDUSTRY__C                                    | 20220614                  
ISDELETED                                      | 20220614                  
LASTACTIVITYDATE                               | 20220614                  
LASTMODIFIEDBYID                               | 20220614                  
LASTMODIFIEDDATE                               | 20220614                  
LEGACYLASTMODIFIEDBY                           | 20220614                  
LEGACYLASTMODIFIEDDATE__C                      | 20220614                  
LEGACY_SOURCE__C                               | 20220614                  
LEGAL_ACCOUNT_NAME__C                          | 20220614                  
LEGAL_ENTITY_DETAILS__C                        | 20220614                  
LEGAL_ENTITY__C                                | 20220614                  
LIFESOURCE_ACCOUNT_STATUS__C                   | 20220614                  
MACHINE_READABLE_FILES_ELECTION__C             | 20220614                  
MASTERRECORDID                                 | 20220614                  
MAXIMUM_REIMBURSABLE_CHARGE__C                 | 20220614                  
MGU__C                                         | 20220614                  
MSC_CD                                         | 20220614                  
NAME_C                                         | 20220614                  
NEXT_OUT_TO_BID_DATE__C                        | 20220614                  
NUMBEROFEMPLOYEES                              | 20220614                  
OF_ACTIVE_OPPTY__C                             | 20220614                  
OF_COMMERCIAL_LIVES__C                         | 20220614                  
ORGANIZATIONAL_OVERVIEW__C                     | 20220614                  
OWNERID                                        | 20220614                  
PARENTID                                       | 20220614                  
PARENT_FIRM__C                                 | 20220614                  
PEID_CREATED_DATE__C                           | 20220614                  
PE_IDENTIFIER_PEID__C                          | 20220614                  
PHONE                                          | 20220614                  
PRIMARY_NST__C                                 | 20220614                  
PRIMARY_O500_NBM__C                            | 20220614                  
PRIMARY_U500_NBM__C                            | 20220614                  
PRODUCER_ACCOUNT_NUMBER__C                     | 20220614                  
PRODUCER_STATUS__C                             | 20220614                  
RECORDTYPEID                                   | 20220614                  
REINSURER__C                                   | 20220614                  
SECONDARY_NAME_DBA__C                          | 20220614                  
SHIPPINGCITY                                   | 20220614                  
SHIPPINGCOUNTRY                                | 20220614                  
SHIPPINGPOSTALCODE                             | 20220614                  
SHIPPINGSTATE                                  | 20220614                  
SHIPPINGSTREET                                 | 20220614                  
SIC                                            | 20220614                  
SICDESC                                        | 20220614                  
SIC_CODE__C                                    | 20220614                  
SITE                                           | 20220614                  
SITELASTMODIFIEDDATETIME__C                    | 20220614                  
STATES_COMMERCIAL_LIVES_RESIDE                 | 20220614                  
STOP_LOSS_CARRIER__C                           | 20220614                  
SYSTEMMODSTAMP                                 | 20220614                  
TPA__C                                         | 20220614                  
TRANSPLANT_NETWORKS_UTILIZED__                 | 20220614                  
TYPE_C                                         | 20220614                  
ULTIMATE_DUNS_NUMBER__C                        | 20220614                  
WEBSITE                                        | 20220614                  
YTD_B2B_SPEND__C                               | 20220614                  
COB_CVRG_TY_CD                                 | 20220627                  
SUBDIV_ID                                      | 20220627                  
TRNSCTN_YR_NUM                                 | 2022080Q                  
MRKT_FCTR                                      | 20220914                  
LGCY_MBR_NUM                                   | 20230130                  
MAX_CLM_YEAR                                   | 20230130                  
NPO_DESGTN_TY_CD                               | 20230130                  
NPO_PARTY_ID                                   | 20230130                  
NPO_PARTY_NM                                   | 20230130                  
PATNT_FRST_NM                                  | 20230130                  
PATNT_LAST_NM                                  | 20230130                  
PROV_STAT                                      | 20230130                  
SUBSCRBR_ID                                    | 20230130                  
TOTAL_CLM_RECORDS                              | 20230130                  
POS_GRP_CD                                     | 20230314                  
PRIM_RNDR_PROV_SPECLTY_CD                      | 20230314                  
CRET_TS                                        | 20230401                  
EBM_RULE_NUM                                   | 20230401                  
JUMP_START_GRP                                 | 20230401                  
LAST_UPDT_USR_ID                               | 20230401                  
LAST_UPDT_TS                                   | 20230405                  
ADJ_EF_SCORE                                   | 20230418                  
ADJ_QU_SCORE                                   | 20230418                  
AS_PROV_ID                                     | 20230418                  
BARIATRIC_CERT_IND                             | 20230418                  
CCN_CATEGORY                                   | 20230418                  
CNTRCT_IND                                     | 20230418                  
PAID_DATE                                      | 20230508                  
PROVIDER_NAME                                  | 20230508                  
BILL_PROV_ID                                   | 20230602                  
INSTTN_PRNCPL_PROC_CD                          | 20230605                  
HC_SPECLTY_NVGTR_TY_CD                         | 20230628                  
PRODT_CTGRY_CD                                 | 20230727                  
DISBLTY_SAVE_AMT                               | 20230915                  
DUP_ACROSS_CONDN_ID                            | 20230915                  
DUP_WITHIN_CONDN_ID                            | 20230915                  
ER_SAVE_AMT                                    | 20230915                  
FCT_ID                                         | 20230915                  
INPA_SAVE_AMT                                  | 20230915                  
SRC_EBM_CONDN_CD                               | 20230915                  
SRC_GIC_RISK_TY_CD                             | 20230915                  
TOTL_SAVE_AMT                                  | 20230915                  
PRESCBR_PROV_ID                                | 20230919                  
IMP_OBGYN_PCP_PROV_SUPRT_CNT                   | 20231009                  
IMP_PCP_SUPRT_CNT                              | 20231009                  
GRP_NPI                                        | 20231011                  
GRP_PRIM_PROV_ID                               | 20231011                  
GRP_PROV_SPECLTY_DESC                          | 20231017                  
GRP_ST_CD                                      | 20231017                  
GRP_TEL_NUM                                    | 20231017                  
GRP_TIN                                        | 20231017                  
INDIV_PRIM_PROV_ID                             | 20231017                  
PCP_SUPRT_CNT                                  | 20231017                  
PREV_PCP_PROV_SUPRT_CNT                        | 20231017                  
COMP_IND                                       | 20231023                  
RPT_SUB_TY_CD                                  | 20231023                  
RPT_TY_CD                                      | 20231023                  
PROV_GRP_NM                                    | 20231106                  
BEHVRAL_TY_OF_SVC_CD                           | 20231107                  
PROCESSED_FLAG                                 | 20231114                  
RPT_LVL_ID_1                                   | 20231129                  
ROLL3_FLAG                                     | 20240109                  
WC_ACCUM_CNVRTD_DISP_QTY_MEQD                  | 20240307                  
WC_POS_DB_CREATE_TMS                           | 20240307                  
KAFKA_TS                                       | 20240308                  
WC_SBMTD_PAT_DOB                               | 20240308                  
WC_BRND_NAME                                   | 20240311                  
MEMBER_AGE                                     | 20240408                  
UPDT_TIMESTMP                                  | 20240408                  
WC_CNVRTD_FIL_QTY_MEQD                         | 20240408                  
AGE                                            | 20240409                  
MEMBR_FRST_NM                                  | 20240409                  
MEMBR_LAST_NM                                  | 20240409                  
SUBSCRBR_SSN                                   | 20240409                  
BYTES_SCANND                                   | 20240430                  
COMPILATION_TS                                 | 20240430                  
END_TS                                         | 20240430                  
ERR_MESSG                                      | 20240430                  
EXECUTION_TS                                   | 20240430                  
EXE_STATUS                                     | 20240430                  
QUERY_LOAD_PERCNT                              | 20240430                  
QURYTYPE                                       | 20240430                  
